Naissance,AOD,ATP,DTP,AOD_Macron,Debut,Enfants,Sexe,AgeLiq,DC,DV,CL,Possible,Tauxplein,Decote,Surcote,Possible_Mac,Tauxplein_Mac,Decote_Mac,Surcote_Mac
1965,62,67,169,63.66666666666668,20,5,2,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,5,2,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,6,1,60,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,6,1,61,164,164,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,6,1,62,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,20,6,1,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,6,1,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,6,1,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,6,1,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,6,1,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,6,2,60,160,208,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,6,2,61,164,212,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,6,2,62,168,216,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,20,6,2,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,6,2,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,6,2,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,6,2,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,6,2,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,7,1,60,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,7,1,61,164,164,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,7,1,62,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,20,7,1,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,7,1,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,7,1,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,7,1,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,7,1,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,7,2,60,160,216,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,7,2,61,164,220,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,7,2,62,168,224,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,20,7,2,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,7,2,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,7,2,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,7,2,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,7,2,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,8,1,60,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,8,1,61,164,164,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,8,1,62,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,20,8,1,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,8,1,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,8,1,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,8,1,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,8,1,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,8,2,60,160,224,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,8,2,61,164,228,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,8,2,62,168,232,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,20,8,2,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,8,2,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,8,2,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,8,2,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,8,2,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,9,1,60,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,9,1,61,164,164,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,9,1,62,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,20,9,1,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,9,1,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,9,1,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,9,1,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,9,1,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,9,2,60,160,232,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,9,2,61,164,236,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,9,2,62,168,240,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,20,9,2,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,9,2,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,9,2,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,9,2,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,9,2,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,10,1,60,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,10,1,61,164,164,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,10,1,62,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,20,10,1,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,10,1,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,10,1,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,10,1,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,10,1,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,20,10,2,60,160,240,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,10,2,61,164,244,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,20,10,2,62,168,248,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,20,10,2,63,172,172,0,1,1,0,3,0,,,
1965,62,67,169,63.66666666666668,20,10,2,64,176,176,0,1,1,0,7,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,20,10,2,65,180,180,0,1,1,0,11,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,20,10,2,66,184,184,0,1,1,0,15,1,1,0,9.333333
1965,62,67,169,63.66666666666668,20,10,2,67,188,188,0,1,1,0,19,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,0,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,0,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,0,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,0,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,0,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,0,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,0,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,0,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,0,2,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,0,2,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,0,2,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,0,2,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,0,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,0,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,0,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,0,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,1,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,1,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,1,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,1,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,1,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,1,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,1,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,1,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,1,2,60,156,164,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,1,2,61,160,168,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,1,2,62,164,172,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,1,2,63,168,176,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,1,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,1,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,1,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,1,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,2,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,2,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,2,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,2,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,2,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,2,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,2,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,2,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,2,2,60,156,172,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,2,2,61,160,176,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,2,2,62,164,180,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,2,2,63,168,184,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,2,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,2,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,2,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,2,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,3,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,3,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,3,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,3,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,3,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,3,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,3,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,3,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,3,2,60,156,180,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,3,2,61,160,184,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,3,2,62,164,188,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,3,2,63,168,192,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,3,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,3,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,3,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,3,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,4,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,4,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,4,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,4,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,4,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,4,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,4,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,4,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,4,2,60,156,188,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,4,2,61,160,192,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,4,2,62,164,196,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,4,2,63,168,200,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,4,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,4,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,4,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,4,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,5,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,5,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,5,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,5,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,5,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,5,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,5,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,5,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,5,2,60,156,196,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,5,2,61,160,200,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,5,2,62,164,204,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,5,2,63,168,208,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,5,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,5,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,5,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,5,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,6,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,6,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,6,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,6,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,6,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,6,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,6,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,6,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,6,2,60,156,204,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,6,2,61,160,208,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,6,2,62,164,212,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,6,2,63,168,216,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,6,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,6,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,6,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,6,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,7,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,7,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,7,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,7,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,7,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,7,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,7,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,7,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,7,2,60,156,212,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,7,2,61,160,216,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,7,2,62,164,220,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,7,2,63,168,224,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,7,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,7,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,7,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,7,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,8,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,8,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,8,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,8,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,8,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,8,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,8,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,8,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,8,2,60,156,220,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,8,2,61,160,224,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,8,2,62,164,228,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,8,2,63,168,232,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,8,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,8,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,8,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,8,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,9,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,9,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,9,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,9,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,9,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,9,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,9,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,9,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,9,2,60,156,228,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,9,2,61,160,232,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,9,2,62,164,236,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,9,2,63,168,240,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,9,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,9,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,9,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,9,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,10,1,60,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,10,1,61,160,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,10,1,62,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,21,10,1,63,168,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,21,10,1,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,10,1,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,10,1,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,10,1,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,21,10,2,60,156,236,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,10,2,61,160,240,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,21,10,2,62,164,244,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,10,2,63,168,248,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,21,10,2,64,172,172,0,1,1,0,3,1,1,0,1.3333334
1965,62,67,169,63.66666666666668,21,10,2,65,176,176,0,1,1,0,7,1,1,0,5.3333335
1965,62,67,169,63.66666666666668,21,10,2,66,180,180,0,1,1,0,11,1,1,0,9.333333
1965,62,67,169,63.66666666666668,21,10,2,67,184,184,0,1,1,0,15,1,1,0,13.333333
1965,62,67,169,63.66666666666668,22,0,1,60,152,152,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,0,1,61,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,0,1,62,160,160,0,1,0,9,0,0,,,
1965,62,67,169,63.66666666666668,22,0,1,63,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,22,0,1,64,168,168,0,1,0,1,0,1,0,1,0
1965,62,67,169,63.66666666666668,22,0,1,65,172,172,0,1,1,0,3,1,1,0,3
1965,62,67,169,63.66666666666668,22,0,1,66,176,176,0,1,1,0,7,1,1,0,7
1965,62,67,169,63.66666666666668,22,0,1,67,180,180,0,1,1,0,11,1,1,0,11
1965,62,67,169,63.66666666666668,22,0,2,60,152,152,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,0,2,61,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,0,2,62,160,160,0,1,0,9,0,0,,,
1965,62,67,169,63.66666666666668,22,0,2,63,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,22,0,2,64,168,168,0,1,0,1,0,1,0,1,0
1965,62,67,169,63.66666666666668,22,0,2,65,172,172,0,1,1,0,3,1,1,0,3
1965,62,67,169,63.66666666666668,22,0,2,66,176,176,0,1,1,0,7,1,1,0,7
1965,62,67,169,63.66666666666668,22,0,2,67,180,180,0,1,1,0,11,1,1,0,11
1965,62,67,169,63.66666666666668,22,1,1,60,152,152,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,1,1,61,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,1,1,62,160,160,0,1,0,9,0,0,,,
1965,62,67,169,63.66666666666668,22,1,1,63,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,22,1,1,64,168,168,0,1,0,1,0,1,0,1,0
1965,62,67,169,63.66666666666668,22,1,1,65,172,172,0,1,1,0,3,1,1,0,3
1965,62,67,169,63.66666666666668,22,1,1,66,176,176,0,1,1,0,7,1,1,0,7
1965,62,67,169,63.66666666666668,22,1,1,67,180,180,0,1,1,0,11,1,1,0,11
1965,62,67,169,63.66666666666668,22,1,2,60,152,160,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,1,2,61,156,164,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,1,2,62,160,168,0,1,0,1,0,0,,,
1965,62,67,169,63.66666666666668,22,1,2,63,164,172,0,1,1,0,0,0,,,
1965,62,67,169,63.66666666666668,22,1,2,64,168,176,0,1,1,0,0,1,1,0,0
1965,62,67,169,63.66666666666668,22,1,2,65,172,172,0,1,1,0,3,1,1,0,3
1965,62,67,169,63.66666666666668,22,1,2,66,176,176,0,1,1,0,7,1,1,0,7
1965,62,67,169,63.66666666666668,22,1,2,67,180,180,0,1,1,0,11,1,1,0,11
1965,62,67,169,63.66666666666668,22,2,1,60,152,152,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,2,1,61,156,156,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,2,1,62,160,160,0,1,0,9,0,0,,,
1965,62,67,169,63.66666666666668,22,2,1,63,164,164,0,1,0,5,0,0,,,
1965,62,67,169,63.66666666666668,22,2,1,64,168,168,0,1,0,1,0,1,0,1,0
1965,62,67,169,63.66666666666668,22,2,1,65,172,172,0,1,1,0,3,1,1,0,3
1965,62,67,169,63.66666666666668,22,2,1,66,176,176,0,1,1,0,7,1,1,0,7
1965,62,67,169,63.66666666666668,22,2,1,67,180,180,0,1,1,0,11,1,1,0,11
1965,62,67,169,63.66666666666668,22,2,2,60,152,168,0,0,,,,0,,,
1965,62,67,169,63.66666666666668,22,2,2,61,156,172,0,0,,,,0,,,
